prodcodeid,dmdid,termfromemis,productname,formulation,routeofadministration,drugsubstancename,substancestrength,bnfchapter,groups
"2873341000033111","","Asmanex Twisthaler Dry Powder Inhaler 400 micrograms/dose, 60 doses","","","","","","","ics"
"287441000033111","324238009","Clarithromycin 250mg tablets","Clarithromycin 250mg tablets","Tablet","Oral","Clarithromycin","250.000mg","5010500","abx"
"2890241000033119","408015000","Moxifloxacin 400mg tablets","Moxifloxacin 400mg tablets","Tablet","Oral","Moxifloxacin hydrochloride","400.000mg","5011200","abx"
"2890341000033112","4360711000001109","Avelox 400mg tablets (Bayer Plc)","Avelox 400mg tablets","Tablet","Oral","Moxifloxacin hydrochloride","400.000mg","5011200","abx"
"2905641000033115","4373811000001100","Symbicort 400/12 Turbohaler (AstraZeneca UK Ltd)","Symbicort 400/12 Turbohaler","Inhalation powder","Inhalation","Budesonide/ Formoterol fumarate dihydrate","400.000microgram/1.000dose + 12.000microgram/1.000dose","3020000","laba_ics"
"2952141000033110","","Salbutamol Breath Actuated Pressurised Inhalation, Cfc-free 100 micrograms/actuation","","","","","","","saba"
"3075441000033112","38894511000001107","Ipratropium bromide 20micrograms/dose inhaler CFC free","Ipratropium bromide 20micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Ipratropium bromide","20.000microgram/1.000dose","","sama"
"3075541000033113","7389911000001105","Atrovent 20micrograms/dose inhaler CFC free (Boehringer Ingelheim Ltd)","Atrovent 20micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Ipratropium bromide","20.000microgram/1.000dose","","sama"
"3079141000033118","323509004","Amoxicillin 250mg capsules","Amoxicillin 250mg capsules","Capsule","Oral","Amoxicillin trihydrate","250.000mg","5010103","abx"
"3079241000033113","323510009","Amoxicillin 500mg capsules","Amoxicillin 500mg capsules","Capsule","Oral","Amoxicillin trihydrate","500.000mg","5010103","abx"
"3079641000033111","323732002","Amoxicillin 125mg/5ml oral suspension","Amoxicillin 125mg/5ml oral suspension","Oral suspension","Oral","Amoxicillin trihydrate","25.000mg/1.000ml","5010103","abx"
"3079741000033119","323733007","Amoxicillin 250mg/5ml oral suspension","Amoxicillin 250mg/5ml oral suspension","Oral suspension","Oral","Amoxicillin trihydrate","50.000mg/1.000ml","5010103","abx"
"3079841000033112","35368511000001109","Amoxicillin 125mg/1.25ml oral suspension paediatric","Amoxicillin 125mg/1.25ml oral suspension paediatric","Oral suspension","Oral","Amoxicillin trihydrate","100.000mg/1.000ml","5010103","abx"
"3079941000033116","35902111000001107","Amoxicillin 3g oral powder sachets sugar free","Amoxicillin 3g oral powder sachets sugar free","Powder","Oral","Amoxicillin trihydrate","3.000gram","5010103","abx"
"3080041000033117","35901911000001104","Amoxicillin 125mg/5ml oral suspension sugar free","Amoxicillin 125mg/5ml oral suspension sugar free","Oral suspension","Oral","Amoxicillin trihydrate","25.000mg/1.000ml","5010103","abx"
"3080141000033118","39021911000001105","Amoxicillin 250mg/5ml oral suspension sugar free","Amoxicillin 250mg/5ml oral suspension sugar free","Oral suspension","Oral","Amoxicillin trihydrate","50.000mg/1.000ml","5010103","abx"
"3080441000033114","35908811000001103","Beclometasone 250micrograms/dose inhaler","Beclometasone 250micrograms/dose inhaler","Pressurised inhalation","Inhalation","Beclometasone dipropionate","250.000microgram/1.000dose","3020000","ics"
"3080541000033110","35908611000001102","Beclometasone 250micrograms/dose breath actuated inhaler","Beclometasone 250micrograms/dose breath actuated inhaler","Pressurised inhalation","Inhalation","Beclometasone dipropionate","250.000microgram/1.000dose","3020000","ics"
"3080641000033111","35909211000001109","Beclometasone 50micrograms/dose breath actuated inhaler","Beclometasone 50micrograms/dose breath actuated inhaler","Pressurised inhalation","Inhalation","Beclometasone dipropionate","50.000microgram/1.000dose","3020000","ics"
"3080741000033119","35907811000001102","Beclometasone 100micrograms/dose breath actuated inhaler","Beclometasone 100micrograms/dose breath actuated inhaler","Pressurised inhalation","Inhalation","Beclometasone dipropionate","100.000microgram/1.000dose","3020000","ics"
"3081041000033114","35907711000001105","Beclometasone 100microgram inhalation powder blisters with device","Beclometasone 100microgram inhalation powder blisters with device","Inhalation powder","Inhalation","Beclometasone dipropionate","100.000microgram","","ics"
"3081141000033113","35908311000001107","Beclometasone 200microgram inhalation powder blisters with device","Beclometasone 200microgram inhalation powder blisters with device","Inhalation powder","Inhalation","Beclometasone dipropionate","200.000microgram","","ics"
"3081241000033118","35909011000001104","Beclometasone 400microgram inhalation powder blisters with device","Beclometasone 400microgram inhalation powder blisters with device","Inhalation powder","Inhalation","Beclometasone dipropionate","400.000microgram","","ics"
"3081341000033111","35907611000001101","Beclometasone 100microgram inhalation powder blisters","Beclometasone 100microgram inhalation powder blisters","Inhalation powder","Inhalation","Beclometasone dipropionate","100.000microgram","","ics"
"3081441000033117","35908211000001104","Beclometasone 200microgram inhalation powder blisters","Beclometasone 200microgram inhalation powder blisters","Inhalation powder","Inhalation","Beclometasone dipropionate","200.000microgram","","ics"
"3081541000033116","35908911000001108","Beclometasone 400microgram inhalation powder blisters","Beclometasone 400microgram inhalation powder blisters","Inhalation powder","Inhalation","Beclometasone dipropionate","400.000microgram","","ics"
"3081641000033115","35908511000001101","Beclometasone 200micrograms/dose inhaler","Beclometasone 200micrograms/dose inhaler","Pressurised inhalation","Inhalation","Beclometasone dipropionate","200.000microgram/1.000dose","3020000","ics"
"3081741000033112","320537007","Beclometasone 100micrograms/dose inhaler","Beclometasone 100micrograms/dose inhaler","Pressurised inhalation","Inhalation","Beclometasone dipropionate","100.000microgram/1.000dose","3020000","ics"
"3081841000033119","35909511000001107","Beclometasone 50micrograms/dose inhaler","Beclometasone 50micrograms/dose inhaler","Pressurised inhalation","Inhalation","Beclometasone dipropionate","50.000microgram/1.000dose","3020000","ics"
"3081941000033110","320520000","Beclometasone 400microgram inhalation powder capsules","Beclometasone 400microgram inhalation powder capsules","Inhalation powder","Inhalation","Beclometasone dipropionate","400.000microgram","","ics"
"3082041000033116","320534000","Beclometasone 100microgram inhalation powder capsules","Beclometasone 100microgram inhalation powder capsules","Inhalation powder","Inhalation","Beclometasone dipropionate","100.000microgram","","ics"
"3082141000033117","320535004","Beclometasone 200microgram inhalation powder capsules","Beclometasone 200microgram inhalation powder capsules","Inhalation powder","Inhalation","Beclometasone dipropionate","200.000microgram","3020000","ics"
"3082241000033112","35909411000001108","Beclometasone 50micrograms/dose dry powder inhaler","Beclometasone 50micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Beclometasone dipropionate","50.000microgram/1.000dose","3020000","ics"
"3082341000033119","35908011000001109","Beclometasone 100micrograms/dose dry powder inhaler","Beclometasone 100micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Beclometasone dipropionate","100.000microgram/1.000dose","3020000","ics"
"3082441000033113","35908711000001106","Beclometasone 250micrograms/dose dry powder inhaler","Beclometasone 250micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Beclometasone dipropionate","250.000microgram/1.000dose","3020000","ics"
"3082541000033114","35909111000001103","Beclometasone 400micrograms/dose dry powder inhaler","Beclometasone 400micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Beclometasone dipropionate","400.000microgram/1.000dose","3020000","ics"
"3082641000033110","35908411000001100","Beclometasone 200micrograms/dose dry powder inhaler","Beclometasone 200micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Beclometasone dipropionate","200.000microgram/1.000dose","3020000","ics"
"3082741000033118","35909611000001106","Beclometasone 50micrograms/dose inhaler CFC free","Beclometasone 50micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Beclometasone dipropionate","50.000microgram/1.000dose","3020000","ics"
"3082841000033111","35908111000001105","Beclometasone 100micrograms/dose inhaler CFC free","Beclometasone 100micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Beclometasone dipropionate","100.000microgram/1.000dose","3020000","ics"
"3082941000033115","35909311000001101","Beclometasone 50micrograms/dose breath actuated inhaler CFC free","Beclometasone 50micrograms/dose breath actuated inhaler CFC free","Pressurised inhalation","Inhalation","Beclometasone dipropionate","50.000microgram/1.000dose","3020000","ics"
"3083041000033113","35907911000001107","Beclometasone 100micrograms/dose breath actuated inhaler CFC free","Beclometasone 100micrograms/dose breath actuated inhaler CFC free","Pressurised inhalation","Inhalation","Beclometasone dipropionate","100.000microgram/1.000dose","3020000","ics"
"3084041000033111","323883007","Cefalexin 250mg capsules","Cefalexin 250mg capsules","Capsule","Oral","Cefalexin","250.000mg","5010201","abx"
"3084141000033110","323884001","Cefalexin 500mg capsules","Cefalexin 500mg capsules","Capsule","Oral","Cefalexin","500.000mg","5010201","abx"
"3084241000033115","323885000","Cefalexin 250mg tablets","Cefalexin 250mg tablets","Tablet","Oral","Cefalexin","250.000mg","5010201","abx"
"3084341000033113","323886004","Cefalexin 500mg tablets","Cefalexin 500mg tablets","Tablet","Oral","Cefalexin","500.000mg","5010201","abx"
"3084441000033119","323887008","Cefalexin 125mg/5ml oral suspension","Cefalexin 125mg/5ml oral suspension","Oral suspension","Oral","Cefalexin","25.000mg/1.000ml","5010201","abx"
"3084541000033118","323888003","Cefalexin 250mg/5ml oral suspension","Cefalexin 250mg/5ml oral suspension","Oral suspension","Oral","Cefalexin","50.000mg/1.000ml","5010201","abx"
"3084641000033117","36134311000001108","Cefalexin 500mg/5ml oral suspension","Cefalexin 500mg/5ml oral suspension","Oral suspension","Oral","Cefalexin","100.000mg/1.000ml","5010201","abx"
"3084741000033114","323944009","Cefradine 250mg capsules","Cefradine 250mg capsules","Capsule","Oral","Cefradine","250.000mg","5010201","abx"
"3084841000033116","323945005","Cefradine 500mg capsules","Cefradine 500mg capsules","Capsule","Oral","Cefradine","500.000mg","5010201","abx"
"3085141000033111","36134511000001102","Cefradine 250mg/5ml oral solution","Cefradine 250mg/5ml oral solution","Oral solution","Oral","Cefradine","50.000mg/1.000ml","","abx"
"3089341000033112","324059006","Doxycycline 100mg capsules","Doxycycline 100mg capsules","Capsule","Oral","Doxycycline hyclate","100.000mg","5040100","abx"
"3089441000033118","324072007","Doxycycline 100mg dispersible tablets sugar free","Doxycycline 100mg dispersible tablets sugar free","Dispersible tablet","Oral","Doxycycline monohydrate","100.000mg","5040100","abx"
"3089541000033117","408607002","Doxycycline 20mg tablets","Doxycycline 20mg tablets","Tablet","Oral","Doxycycline hyclate","20.000mg","12030100","abx"
"3089641000033116","39112911000001101","Formoterol 6micrograms/dose dry powder inhaler","Formoterol 6micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Formoterol fumarate dihydrate","6.000microgram/1.000dose","3010101","laba"
"3089741000033113","39113011000001109","Formoterol 12micrograms/dose dry powder inhaler","Formoterol 12micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Formoterol fumarate dihydrate","12.000microgram/1.000dose","3010101","laba"
"3089841000033115","12626211000001108","Formoterol 12microgram inhalation powder capsules with device","Formoterol 12microgram inhalation powder capsules with device","Inhalation powder","Inhalation","Formoterol fumarate dihydrate","12.000microgram","3010101","laba"
"3141341000033112","8024611000001102","Budesonide 200micrograms/dose dry powder inhalation cartridge with device","Budesonide 200micrograms/dose dry powder inhalation cartridge with device","Inhalation powder","Inhalation","Budesonide","200.000microgram/1.000dose","3020000","ics"
"3141441000033118","","Novolizer Budesonide Inhalation Cartridge + Device 200 micrograms/dose, 100 doses","","","","","","","ics"
"3163441000033113","35936311000001102","Salbutamol 100micrograms/dose / Ipratropium 20micrograms/dose inhaler","Salbutamol 100micrograms/dose / Ipratropium 20micrograms/dose inhaler","Pressurised inhalation","Inhalation","Ipratropium bromide/ Salbutamol sulfate","20.000microgram/1.000dose + 100.000microgram/1.000dose","","saba"
"3163541000033114","320445000","Salbutamol 2.5mg/2.5ml / Ipratropium bromide 500micrograms/2.5ml nebuliser liquid unit dose vials","Salbutamol 2.5mg/2.5ml / Ipratropium bromide 500micrograms/2.5ml nebuliser liquid unit dose vials","Nebuliser liquid","Inhalation","Ipratropium bromide/ Salbutamol sulfate","200.000microgram/1.000ml + 1.000mg/1.000ml","3010400","saba"
"3163741000033118","39111011000001108","Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free","Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","50.000microgram/1.000dose + 25.000microgram/1.000dose","3020000","laba_ics"
"3163841000033111","39111111000001109","Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free","Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","125.000microgram/1.000dose + 25.000microgram/1.000dose","3020000","laba_ics"
"3163941000033115","39111311000001106","Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free","Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","250.000microgram/1.000dose + 25.000microgram/1.000dose","3020000","laba_ics"
"3164041000033118","38897611000001100","Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler","Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","100.000microgram/1.000dose + 50.000microgram/1.000dose","3020000","laba_ics"
"3164141000033119","38897511000001104","Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler","Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","250.000microgram/1.000dose + 50.000microgram/1.000dose","3020000","laba_ics"
"3164241000033114","38897411000001103","Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler","Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","500.000microgram/1.000dose + 50.000microgram/1.000dose","3020000","laba_ics"
"3164341000033116","35912011000001109","Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler","Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Budesonide/ Formoterol fumarate dihydrate","100.000microgram/1.000dose + 6.000microgram/1.000dose","3020000","laba_ics"
"3164441000033110","38896811000001103","Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler","Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Budesonide/ Formoterol fumarate dihydrate","200.000microgram/1.000dose + 6.000microgram/1.000dose","3020000","laba_ics"
"3164541000033111","4378111000001103","Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler","Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Budesonide/ Formoterol fumarate dihydrate","400.000microgram/1.000dose + 12.000microgram/1.000dose","3020000","laba_ics"
"317241000033119","","Co-Amoxiclav Dispersible tablets","","","","","","","abx"
"317741000033113","39021311000001109","Co-amoxiclav 250mg/125mg dispersible tablets sugar free","Co-amoxiclav 250mg/125mg dispersible tablets sugar free","Dispersible tablet","Oral","Amoxicillin trihydrate/ Potassium clavulanate","250.000mg + 125.000mg","5010103","abx"
"3198541000033119","9205211000001104","Easyhaler Salbutamol sulfate 100micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)","Easyhaler Salbutamol sulfate 100micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Salbutamol","100.000microgram/1.000dose","3010101","saba"
"3198641000033118","9204911000001109","Easyhaler Salbutamol sulfate 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)","Easyhaler Salbutamol sulfate 200micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Salbutamol","200.000microgram/1.000dose","3010101","saba"
"3199241000033112","8159511000001107","Qvar 50micrograms/dose Easi-Breathe inhaler (Teva UK Ltd)","Qvar 50micrograms/dose Easi-Breathe inhaler","Pressurised inhalation","Inhalation","Beclometasone dipropionate","50.000microgram/1.000dose","3020000","ics"
"3199341000033119","8159711000001102","Qvar 100micrograms/dose Easi-Breathe inhaler (Teva UK Ltd)","Qvar 100micrograms/dose Easi-Breathe inhaler","Pressurised inhalation","Inhalation","Beclometasone dipropionate","100.000microgram/1.000dose","3020000","ics"
"3227441000033112","9004511000001107","Ciclesonide 80micrograms/dose inhaler CFC free","Ciclesonide 80micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Ciclesonide","80.000microgram/1.000dose","3020000","ics"
"3227541000033113","","Ciclesonide Cfc-free inhaler 160 micrograms/actuation, 120 doses","","","","","","","ics"
"3227641000033114","9003911000001102","Alvesco 80 inhaler (AstraZeneca UK Ltd)","Alvesco 80 inhaler","Pressurised inhalation","Inhalation","Ciclesonide","80.000microgram/1.000dose","3020000","ics"
"3227741000033117","","Alvesco Cfc-free inhaler 160 micrograms/actuation, 120 doses","","","","","","","ics"
"3256341000033119","9117811000001107","Budesonide 200micrograms/dose dry powder inhalation cartridge","Budesonide 200micrograms/dose dry powder inhalation cartridge","Inhalation powder","Inhalation","Budesonide","200.000microgram/1.000dose","3020000","ics"
"3256441000033113","","Novolizer Budesonide Inhalation Cartridge Refill 200 micrograms/dose, 100 doses","","","","","","","ics"
"3267641000033115","","Ciclesonide Cfc-free inhaler 160 micrograms/actuation, 60 doses","","","","","","","ics"
"3267741000033112","","Alvesco Cfc-free inhaler 160 micrograms/actuation, 60 doses","","","","","","","ics"
"330241000033113","3348611000001107","Combivent inhaler (Boehringer Ingelheim Ltd)","Combivent inhaler","Pressurised inhalation","Inhalation","Ipratropium bromide/ Salbutamol sulfate","20.000microgram/1.000dose + 100.000microgram/1.000dose","","saba"
"330441000033114","323567000","Co-amoxiclav 500mg/100mg powder for solution for injection vials","Co-amoxiclav 500mg/100mg powder for solution for injection vials","Powder for solution for injection","Intravenous","Amoxicillin sodium/ Potassium clavulanate","500.000mg + 100.000mg","5010103","abx"
"330541000033110","323568005","Co-amoxiclav 1000mg/200mg powder for solution for injection vials","Co-amoxiclav 1000mg/200mg powder for solution for injection vials","Powder for solution for injection","Intravenous","Amoxicillin sodium/ Potassium clavulanate","1000.000mg + 200.000mg","5010103","abx"
"3343041000033119","9525111000001105","Easyhaler Beclometasone 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)","Easyhaler Beclometasone 200micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Beclometasone dipropionate","200.000microgram/1.000dose","","ics"
"3343941000033118","9207411000001106","Salbutamol 100micrograms/dose dry powder inhaler","Salbutamol 100micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Salbutamol","100.000microgram/1.000dose","3010101","saba"
"3344041000033116","","Salbutamol Dry Powder Inhaler 200 micrograms/actuation, 200 dose","","","","","","","saba"
"3347041000033114","9652711000001107","Formoterol 12micrograms/dose inhaler CFC free","Formoterol 12micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Formoterol fumarate dihydrate","12.000microgram/1.000dose","3010101","laba"
"3347141000033113","9628711000001106","Atimos Modulite 12micrograms/dose inhaler (Chiesi Ltd)","Atimos Modulite 12micrograms/dose inhaler","Pressurised inhalation","Inhalation","Formoterol fumarate dihydrate","12.000microgram/1.000dose","3010101","laba"
"359141000033110","","Co-Amoxiclav S/f junior suspension","","","","","","","abx"
"359241000033115","","Co-Amoxiclav S/f paediatric suspension","","","","","","","abx"
"366941000033113","36565811000001104","Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free","Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free","Oral suspension","Oral","Amoxicillin trihydrate/ Potassium clavulanate","25.000mg/1.000ml + 6.250mg/1.000ml","5010103","abx"
"367041000033114","37083611000001104","Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free","Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free","Oral suspension","Oral","Amoxicillin trihydrate/ Potassium clavulanate","50.000mg/1.000ml + 12.500mg/1.000ml","5010103","abx"
"367541000033116","37083711000001108","Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free","Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free","Oral suspension","Oral","Amoxicillin trihydrate/ Potassium clavulanate","80.000mg/1.000ml + 11.400mg/1.000ml","5010103","abx"
"369241000033113","","Co-Amoxiclav Tablets","","","","","","","abx"
"370041000033115","323563001","Co-amoxiclav 250mg/125mg tablets","Co-amoxiclav 250mg/125mg tablets","Tablet","Oral","Amoxicillin trihydrate/ Potassium clavulanate","250.000mg + 125.000mg","5010103","abx"
"370141000033116","323539009","Co-amoxiclav 500mg/125mg tablets","Co-amoxiclav 500mg/125mg tablets","Tablet","Oral","Amoxicillin trihydrate/ Potassium clavulanate","500.000mg + 125.000mg","5010103","abx"
"3834741000033115","9552511000001108","Ciprofloxacin 3mg/g eye ointment","Ciprofloxacin 3mg/g eye ointment","Eye ointment","Ocular","Ciprofloxacin hydrochloride","3.000mg/1.000gram","11030100","abx"
"3838541000033117","9742311000001103","Clarithromycin 125mg granules straws","Clarithromycin 125mg granules straws","Granules","Oral","Clarithromycin","125.000mg","5010500","abx"
"3838641000033116","9742411000001105","Clarithromycin 187.5mg granules straws","Clarithromycin 187.5mg granules straws","Granules","Oral","Clarithromycin","187.500mg","5010500","abx"
"3838741000033113","9742511000001109","Clarithromycin 250mg granules straws","Clarithromycin 250mg granules straws","Granules","Oral","Clarithromycin","250.000mg","5010500","abx"
"3855941000033115","10075611000001101","Salmeterol 25micrograms/dose inhaler CFC free","Salmeterol 25micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Salmeterol xinafoate","25.000microgram/1.000dose","3010101","laba"
"3856041000033113","10073011000001107","Serevent 25micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)","Serevent 25micrograms/dose Evohaler","Pressurised inhalation","Inhalation","Salmeterol xinafoate","25.000microgram/1.000dose","3010101","laba"
"3871541000033110","35912111000001105","Budesonide 100micrograms/dose dry powder inhaler","Budesonide 100micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Budesonide","100.000microgram/1.000dose","3020000","ics"
"3871641000033111","35912411000001100","Budesonide 200micrograms/dose dry powder inhaler","Budesonide 200micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Budesonide","200.000microgram/1.000dose","3020000","ics"
"3871741000033119","35912711000001106","Budesonide 400micrograms/dose dry powder inhaler","Budesonide 400micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Budesonide","400.000microgram/1.000dose","3020000","ics"
"3871841000033112","10073911000001106","Easyhaler Budesonide 100micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)","Easyhaler Budesonide 100micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Budesonide","100.000microgram/1.000dose","","ics"
"3871941000033116","10074611000001102","Easyhaler Budesonide 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)","Easyhaler Budesonide 200micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Budesonide","200.000microgram/1.000dose","","ics"
"3872041000033110","10074411000001100","Easyhaler Budesonide 400micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)","Easyhaler Budesonide 400micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Budesonide","400.000microgram/1.000dose","","ics"
"3914841000033111","","Suprax Capsules 400 mg","","","","","","","abx"
"3942841000033114","10621011000001101","Beclometasone 200micrograms/dose inhaler CFC free","Beclometasone 200micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Beclometasone dipropionate","200.000microgram/1.000dose","3020000","ics"
"3942941000033118","10621111000001100","Beclometasone 250micrograms/dose inhaler CFC free","Beclometasone 250micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Beclometasone dipropionate","250.000microgram/1.000dose","3020000","ics"
"3943041000033111","10617711000001103","Clenil Modulite 50micrograms/dose inhaler (Chiesi Ltd)","Clenil Modulite 50micrograms/dose inhaler","Pressurised inhalation","Inhalation","Beclometasone dipropionate","50.000microgram/1.000dose","3020000","ics"
"3943341000033113","10618211000001109","Clenil Modulite 100micrograms/dose inhaler (Chiesi Ltd)","Clenil Modulite 100micrograms/dose inhaler","Pressurised inhalation","Inhalation","Beclometasone dipropionate","100.000microgram/1.000dose","3020000","ics"
"3943441000033119","10619311000001107","Clenil Modulite 200micrograms/dose inhaler (Chiesi Ltd)","Clenil Modulite 200micrograms/dose inhaler","Pressurised inhalation","Inhalation","Beclometasone dipropionate","200.000microgram/1.000dose","3020000","ics"
"3943641000033117","10619611000001102","Clenil Modulite 250micrograms/dose inhaler (Chiesi Ltd)","Clenil Modulite 250micrograms/dose inhaler","Pressurised inhalation","Inhalation","Beclometasone dipropionate","250.000microgram/1.000dose","3020000","ics"
"3955441000033115","11034311000001100","Azithromycin 250mg tablets","Azithromycin 250mg tablets","Tablet","Oral","Azithromycin","250.000mg","","abx"
"4063241000033118","","Formoterol Dry Powder Inhaler 12 micrograms/actuation, 60 dose","","","","","","","laba"
"4063341000033111","","Formoterol Dry Powder Inhaler 12 micrograms/actuation, 120 dose","","","","","","","laba"
"4063541000033116","11176411000001106","Formoterol Easyhaler 12micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)","Formoterol Easyhaler 12micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Formoterol fumarate dihydrate","12.000microgram/1.000dose","","laba"
"4164541000033114","","Fluticasone Propionate Aqueous nasal spray 50 micrograms/dose, 60 doses","","","","","","","ics"
"4270641000033112","12197411000001102","Tiotropium bromide 2.5micrograms/dose solution for inhalation cartridge with device CFC free","Tiotropium bromide 2.5micrograms/dose solution for inhalation cartridge with device CFC free","Pressurised inhalation/ Inhalation solution","Inhalation","Tiotropium bromide","2.500microgram/1.000dose","3010200","lama"
"4270741000033115","12146911000001103","Spiriva Respimat 2.5micrograms/dose inhalation solution cartridge with device (Boehringer Ingelheim Ltd)","Spiriva Respimat 2.5micrograms/dose inhalation solution cartridge with device","Pressurised inhalation/ Inhalation solution","Inhalation","Tiotropium bromide","2.500microgram/1.000dose","3010200","lama"
"429141000033119","","Decortisyl Tablets 5 mg","","","","","","","ocs"
"429441000033110","","Deltastab Tablets 1 mg","","","","","","","ocs"
"429541000033111","","Deltastab Tablets 5 mg","","","","","","","ocs"
"431541000033114","459611000001100","Deltacortril 2.5mg gastro-resistant tablets (Phoenix Labs Ltd)","Deltacortril 2.5mg gastro-resistant tablets","Gastro-resistant tablet","Oral","Prednisolone","2.500mg","3020000/ 8020200/ 10010201/ 13050000","ocs"
"431641000033110","331111000001100","Deltacortril 5mg gastro-resistant tablets (Phoenix Labs Ltd)","Deltacortril 5mg gastro-resistant tablets","Gastro-resistant tablet","Oral","Prednisolone","5.000mg","3020000/ 8020200/ 10010201/ 13050000","ocs"
"4373141000033119","4515811000001108","Cefalexin 250mg/5ml oral suspension sugar free","Cefalexin 250mg/5ml oral suspension sugar free","Oral suspension","Oral","Cefalexin","50.000mg/1.000ml","5010200","abx"
"44041000033113","388611000001105","Amoxil 250mg capsules (GlaxoSmithKline UK Ltd)","Amoxil 250mg capsules","Capsule","Oral","Amoxicillin trihydrate","250.000mg","5010103","abx"
"44141000033112","709311000001106","Amoxil 500mg capsules (GlaxoSmithKline UK Ltd)","Amoxil 500mg capsules","Capsule","Oral","Amoxicillin trihydrate","500.000mg","5010103","abx"
